"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SalePrice"
"421",421,90,3,78,7060,1,2,3,3,2,3,2,2,1,1,7,5,1997,1998,3,3,4,4,5,4,4,5,6,1309,1,0,35,1344,2,5,5,1344,0,0,1344,0,2,0,2,2,3,8,3,0,5,1997,4,4,784,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,206300
"422",422,20,2,96,16635,1,2,3,1,2,3,2,2,2,1,6,7,1977,2000,2,2,4,5,4,4,3,2,5,1246,1,0,356,1602,2,4,5,1602,0,0,1602,1,2,0,3,1,4,8,3,1,5,1977,4,2,529,3,3,2,240,0,0,0,0,0,1,1,0,1,2009,215000
"423",423,20,2,100,21750,1,3,3,3,1,3,1,2,2,1,5,5,1954,1954,2,2,1,4,4,3,3,2,1,0,1,0,988,988,2,5,5,988,0,0,988,0,1,0,2,1,3,4,3,0,5,1954,2,2,520,3,3,1,0,0,0,0,0,0,1,1,0,1,2008,113000
"424",424,60,2,80,9200,1,2,3,3,2,3,2,2,2,4,8,5,1998,1998,3,3,4,5,4,4,3,2,6,986,1,0,484,1470,2,4,5,1470,1160,0,2630,0,2,1,4,1,4,8,3,1,5,1998,4,3,696,3,3,2,0,66,0,0,0,0,1,1,0,1,2008,315000
"425",425,20,2,72,9000,1,2,3,3,2,3,2,2,2,1,6,5,1956,1956,2,2,4,4,4,4,3,2,1,616,1,0,580,1196,2,4,5,1196,0,0,1196,0,1,0,2,1,3,6,3,1,5,1956,2,1,297,3,3,2,0,44,0,0,0,0,1,1,0,1,2008,139000
"426",426,60,3,60,3378,1,3,3,3,2,3,2,2,2,4,7,8,1946,1992,2,2,1,4,5,3,3,2,1,0,1,0,651,651,2,4,5,707,682,0,1389,0,1,1,3,1,3,6,3,2,3,1947,1,1,240,3,3,1,0,0,126,0,0,0,1,1,0,1,2009,135000
"427",427,80,2,74,12800,1,0,3,3,1,3,2,2,2,1,7,5,1989,1989,2,2,4,5,4,4,3,5,6,1518,1,0,0,1518,2,4,5,1644,0,0,1644,1,2,0,2,1,4,5,3,1,5,1989,4,2,569,3,3,2,80,0,0,0,396,0,1,1,0,1,2009,275000
"428",428,20,2,77,8593,1,2,3,3,2,3,2,2,2,1,4,6,1957,1957,2,2,1,4,4,3,3,2,2,288,1,0,619,907,2,5,5,907,0,0,907,0,1,0,3,1,3,5,3,0,3,1964,1,1,352,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,109008
"429",429,20,2,64,6762,1,2,3,3,2,3,2,2,2,1,7,5,2007,2007,3,3,4,5,4,4,3,2,6,664,1,0,544,1208,2,5,5,1208,0,0,1208,0,2,0,2,1,4,6,3,0,5,2007,2,2,628,3,3,2,105,54,0,0,0,0,1,1,0,1,2007,195400
"430",430,20,2,130,11457,1,2,3,2,2,3,2,2,2,1,6,5,1988,1988,2,2,1,4,4,4,3,3,6,1005,1,0,387,1392,2,3,5,1412,0,0,1412,0,2,0,3,1,4,6,3,1,5,1988,1,2,576,3,3,2,0,0,169,0,0,0,1,1,0,1,2009,175000
"431",431,160,3,21,1680,1,2,3,3,2,3,2,2,1,4,6,5,1971,1971,2,2,4,4,4,3,3,2,5,387,1,0,96,483,2,3,5,483,504,0,987,0,1,1,2,1,3,4,3,0,3,1971,1,1,264,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,85400
"432",432,50,3,60,5586,1,1,3,3,2,3,1,2,2,3,6,7,1920,1998,2,2,1,4,4,3,3,2,1,0,1,0,901,901,2,4,5,1088,110,0,1198,0,1,0,4,1,3,7,3,0,1,1930,1,0,0,1,1,1,0,98,0,0,0,0,1,1,0,1,2008,79900
"433",433,160,3,24,1920,1,2,3,3,2,3,2,2,2,4,5,5,1971,1971,2,2,4,4,4,3,3,2,5,471,1,0,294,765,2,5,5,765,600,0,1365,0,1,1,2,1,3,6,2,0,3,1971,1,2,440,3,3,2,240,36,0,0,0,0,1,1,0,1,2007,122500
"434",434,60,2,100,10839,1,2,3,2,2,3,2,2,2,4,6,5,1997,1998,3,3,1,4,4,4,3,2,1,0,1,0,926,926,2,5,5,926,678,0,1604,0,2,1,3,1,3,7,3,1,5,1997,4,2,470,3,3,2,0,36,0,0,0,0,1,1,0,1,2008,181000
"435",435,180,3,21,1890,1,2,3,3,2,3,2,2,1,1,4,7,1972,1972,2,2,1,4,5,4,3,4,5,495,1,0,135,630,2,4,5,630,0,0,630,0,1,0,1,1,3,3,3,0,1,1916,1,0,0,1,1,2,88,0,0,0,0,0,1,1,0,1,2008,81000
"436",436,60,2,43,10667,1,2,3,4,2,3,3,2,2,4,7,6,1996,1996,3,3,1,5,4,4,3,4,6,385,5,344,70,799,2,5,5,827,834,0,1661,0,2,1,3,1,4,6,3,1,5,1996,2,2,550,3,3,2,158,61,0,0,0,0,1,1,0,1,2009,212000
"437",437,50,3,40,4400,1,2,3,3,2,3,2,2,2,3,6,8,1920,1950,5,5,1,4,4,2,3,2,1,0,1,0,648,648,2,3,5,734,384,0,1118,0,1,0,2,1,3,6,3,0,3,1990,1,2,440,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,116000
"438",438,45,3,50,6000,1,2,3,3,2,3,2,2,2,2,6,7,1926,2004,2,2,1,5,4,3,3,2,1,0,1,0,884,884,2,4,5,904,0,0,904,0,1,0,2,1,3,4,3,0,3,1926,1,1,180,3,3,2,0,0,105,0,0,0,1,1,0,1,2009,119000
"439",439,30,2,40,4280,1,2,3,3,2,3,2,2,2,1,5,6,1913,2002,2,5,1,4,4,3,3,2,1,365,1,0,75,440,2,3,2,694,0,0,694,0,1,0,2,1,4,4,3,1,3,1990,1,1,352,4,3,1,0,0,34,0,0,0,1,1,0,1,2007,90350
"440",440,50,2,67,12354,1,2,3,2,2,3,2,2,2,3,6,8,1920,2000,2,2,1,4,4,3,2,3,1,0,1,0,684,684,2,4,5,684,512,0,1196,0,1,0,3,1,4,7,3,0,3,2005,1,2,528,3,3,2,0,46,0,0,0,0,2,1,800,1,2009,110000
"441",441,20,2,105,15431,1,2,3,3,2,3,2,2,2,1,10,5,2008,2008,3,3,4,7,4,5,3,5,6,1767,5,539,788,3094,2,5,5,2402,0,0,2402,0,2,0,2,1,5,10,3,2,5,2008,4,3,672,3,3,2,0,72,0,0,170,0,1,1,0,1,2009,555000
"442",442,90,2,92,12108,1,2,3,3,2,3,2,2,1,1,4,4,1955,1955,3,3,4,4,4,3,3,2,5,133,1,0,1307,1440,2,3,2,1440,0,0,1440,0,2,0,4,2,2,8,3,0,1,1937,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,2008,118000
"443",443,50,3,52,6240,1,2,3,3,2,3,2,2,2,3,5,7,1930,1992,2,2,1,4,4,3,3,2,1,0,1,0,1078,1078,2,3,5,1128,445,0,1573,0,2,0,3,1,3,8,3,1,3,1930,1,2,360,3,3,1,0,0,0,0,0,0,1,1,0,1,2008,162900
"444",444,120,2,53,3922,1,2,3,3,2,3,2,2,2,1,7,5,2006,2007,2,2,4,5,4,5,3,4,1,0,1,0,1258,1258,2,5,5,1258,0,0,1258,0,2,0,2,1,4,6,3,1,5,2007,4,3,648,3,3,2,144,16,0,0,0,0,1,1,0,1,2007,172500
"445",445,60,2,70,8750,1,2,3,3,2,3,2,2,2,4,7,5,1994,1995,3,3,1,5,5,4,3,2,6,642,1,0,273,915,2,5,5,933,975,0,1908,0,2,1,4,1,4,8,3,1,5,1994,1,2,493,3,3,2,144,133,0,0,0,0,1,1,0,1,2008,210000
"446",446,20,2,73,9855,1,2,3,2,2,3,2,2,2,1,6,5,1956,1956,2,2,1,4,4,3,3,2,1,0,1,0,1436,1436,2,2,5,1689,0,0,1689,0,1,0,3,1,3,7,3,1,5,1956,1,2,480,3,3,2,0,0,0,0,0,0,1,1,0,1,2009,127500
"447",447,20,2,137,16492,1,2,3,2,2,3,3,2,2,1,6,6,1966,2002,5,3,1,5,4,3,3,2,5,247,2,713,557,1517,2,5,5,1888,0,0,1888,0,2,1,2,1,4,6,3,1,5,1966,4,2,578,3,3,2,0,0,0,0,0,0,1,1,0,1,2010,190000
"448",448,60,2,74,11214,1,2,3,2,2,3,2,2,2,4,7,5,1998,1999,3,3,1,5,4,4,3,2,1,0,1,0,930,930,2,4,5,956,930,0,1886,0,2,1,4,1,4,10,3,1,5,1998,4,2,431,3,3,2,89,0,0,0,0,0,1,1,0,1,2006,199900
"449",449,50,3,50,8600,1,1,3,3,2,3,2,2,2,3,6,6,1937,1950,2,2,1,4,4,3,3,2,1,0,1,0,780,780,2,3,5,780,596,0,1376,0,2,0,3,1,3,7,3,1,3,1937,1,1,198,3,3,1,0,0,0,0,0,0,1,1,0,1,2006,119500
"450",450,50,3,50,6000,1,2,3,3,2,3,2,2,2,3,3,7,1948,2002,2,2,1,4,5,3,3,2,5,331,1,0,318,649,2,5,5,679,504,0,1183,0,1,1,2,1,3,6,3,0,3,1981,1,1,308,3,3,2,0,176,0,0,0,0,1,1,0,1,2007,120000
"451",451,30,3,70,5684,1,2,3,3,2,3,2,2,2,1,6,8,1930,2005,2,2,1,4,4,3,3,2,1,0,1,0,813,813,2,5,5,813,0,0,813,0,1,0,2,1,4,5,3,0,3,1932,1,1,270,2,2,1,0,113,0,0,0,0,1,1,0,1,2006,110000
"452",452,20,2,62,70761,1,0,3,3,1,3,2,2,2,1,7,5,1975,1975,3,3,1,4,4,4,3,5,5,655,1,0,878,1533,2,3,5,1533,0,0,1533,0,2,0,2,1,4,5,3,2,5,1975,1,2,576,3,3,2,200,54,0,0,0,0,1,1,0,1,2006,280000
"453",453,60,2,71,9303,1,2,3,2,2,3,2,2,2,4,6,5,1996,1997,3,3,4,5,4,5,3,2,5,742,1,0,130,872,2,5,5,888,868,0,1756,0,2,1,3,1,3,7,3,0,5,1996,4,2,422,3,3,2,144,122,0,0,0,0,1,1,0,1,2007,204000
"454",454,60,0,75,9000,1,2,3,3,2,3,2,2,2,4,8,5,2008,2008,3,3,1,5,4,4,3,2,1,0,1,0,768,768,2,5,5,786,804,0,1590,0,2,1,3,1,4,6,3,0,5,2008,2,2,676,3,3,2,0,30,0,0,0,0,1,1,0,1,2009,210000
"455",455,90,2,63,9297,1,2,3,3,2,3,2,2,1,1,5,5,1976,1976,3,3,1,4,4,3,3,2,5,1606,1,0,122,1728,2,3,5,1728,0,0,1728,0,2,0,4,2,3,8,3,0,3,1976,1,2,560,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,188000
"456",456,20,2,80,9600,1,2,3,3,2,3,2,2,2,1,7,6,1973,1973,2,2,4,4,4,3,3,2,5,916,1,0,326,1242,2,2,5,1242,0,0,1242,0,1,1,3,1,3,6,3,1,5,1973,1,2,528,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,175500
"457",457,70,3,34,4571,1,2,3,3,2,3,2,2,2,4,5,5,1916,1950,3,3,1,4,4,3,3,2,1,0,1,0,624,624,2,2,2,624,720,0,1344,0,1,0,4,1,3,7,3,0,3,1916,1,3,513,2,2,2,0,0,96,0,0,0,1,1,0,1,2008,98000
"458",458,20,2,98,53227,1,0,3,4,1,3,2,2,2,1,4,6,1954,1994,3,3,1,4,4,4,3,5,3,1116,1,0,248,1364,2,5,5,1663,0,0,1663,0,1,0,2,1,4,6,2,2,5,1954,4,2,529,3,3,2,224,137,0,0,0,0,1,1,0,1,2008,256000
"459",459,70,3,60,5100,1,2,3,3,2,3,2,2,2,4,8,7,1925,1996,5,2,1,4,5,3,3,2,1,0,1,0,588,588,2,2,5,833,833,0,1666,0,1,0,3,1,4,7,3,1,3,1925,1,1,228,3,3,2,192,63,0,0,0,0,1,1,0,1,2008,161000
"460",460,50,2,72,7015,1,1,3,2,2,3,2,2,2,3,5,4,1950,1950,2,2,2,4,4,3,3,2,1,185,1,0,524,709,2,3,5,979,224,0,1203,0,1,0,3,1,4,5,3,1,3,1950,1,1,352,3,3,2,0,0,248,0,0,0,1,1,0,1,2009,110000
"461",461,60,0,75,8004,1,2,3,3,2,3,0,2,2,4,8,5,2009,2009,3,3,4,5,4,4,3,2,6,544,1,0,288,832,2,5,5,832,1103,0,1935,0,2,1,3,1,3,8,3,0,5,2009,4,2,552,3,3,2,0,150,0,0,0,0,1,1,0,1,2009,263435
"462",462,70,2,60,7200,1,2,3,3,2,3,1,2,2,4,7,9,1936,2007,2,2,1,5,5,4,4,2,5,350,3,210,0,560,2,5,5,575,560,0,1135,0,1,0,3,1,4,6,3,0,3,1971,2,2,576,3,3,2,256,0,0,0,0,0,1,1,0,1,2009,155000
"463",463,20,2,60,8281,1,2,3,3,2,3,2,2,2,1,5,5,1965,1965,2,2,1,4,4,3,3,2,2,553,3,311,0,864,2,4,5,864,0,0,864,0,1,0,3,1,3,5,3,1,3,1965,1,1,360,3,3,2,0,0,236,0,0,0,1,1,0,1,2009,62383
"464",464,70,2,74,11988,1,3,3,3,1,3,2,2,2,4,6,7,1934,1995,5,5,1,4,4,3,3,2,1,326,1,0,389,715,2,2,5,849,811,0,1660,0,1,1,3,1,3,6,3,1,3,1939,1,1,240,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,188700
"465",465,20,2,60,8430,1,3,3,3,1,3,2,2,2,1,5,5,1978,1978,2,2,4,4,4,4,3,2,2,616,1,0,424,1040,2,3,5,1040,0,0,1040,0,2,0,3,1,3,5,3,0,1,1926,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,2009,124000
"466",466,120,3,24,3072,1,2,3,3,2,3,2,2,2,1,7,5,2004,2004,3,3,4,5,4,4,3,2,1,0,1,0,1375,1375,2,5,5,1414,0,0,1414,0,2,0,2,1,4,6,3,1,5,2004,4,2,398,3,3,2,144,20,0,0,0,0,1,1,0,1,2006,178740
"467",467,20,2,85,10628,1,2,3,3,2,3,2,2,2,1,7,5,1970,1970,3,3,1,4,5,3,4,5,6,778,1,0,499,1277,2,3,5,1277,0,0,1277,0,1,0,2,1,3,5,3,1,5,1970,1,2,526,3,3,2,0,0,0,0,176,0,1,1,0,1,2007,167000
"468",468,70,2,79,9480,1,2,3,3,2,3,1,2,2,4,5,7,1942,1995,2,2,4,4,4,3,3,2,1,386,1,0,342,728,2,5,5,888,756,0,1644,0,1,1,3,1,4,7,3,2,5,1942,1,1,312,3,3,2,168,0,0,0,0,0,1,1,0,1,2007,146500
"469",469,20,2,98,11428,1,2,3,3,2,3,2,2,2,1,8,5,2006,2006,3,3,4,5,4,4,3,2,1,0,1,0,1626,1626,2,5,5,1634,0,0,1634,0,2,0,3,1,4,7,3,1,5,2006,2,3,866,3,3,2,0,44,0,0,0,0,1,1,0,1,2007,250000
"470",470,60,2,76,9291,1,2,3,2,2,3,0,2,2,4,6,5,1993,1993,2,2,4,5,4,4,3,2,6,426,1,0,406,832,2,5,5,832,878,0,1710,0,2,1,3,1,4,7,3,0,5,1993,2,2,506,3,3,2,144,70,0,0,0,0,1,1,0,1,2008,187000
"471",471,120,2,60,6820,1,2,3,2,2,3,2,2,2,1,8,5,1985,1985,2,2,1,5,4,4,3,4,6,368,3,1120,0,1488,2,3,5,1502,0,0,1502,0,1,1,1,1,4,4,3,0,5,1985,2,2,528,3,3,2,0,54,0,0,140,0,1,1,0,1,2010,212000
"472",472,60,2,92,11952,1,2,3,3,2,3,3,2,2,4,7,6,1977,1977,2,3,1,4,4,4,3,2,1,0,1,0,808,808,2,3,5,1161,808,0,1969,0,2,1,3,1,3,8,3,1,5,1977,2,2,534,3,3,2,0,0,0,0,276,0,1,1,0,1,2007,190000
"473",473,180,3,35,3675,1,2,3,3,2,3,2,2,2,1,6,5,2005,2005,3,3,4,4,4,4,3,5,6,459,1,0,88,547,2,5,5,1072,0,0,1072,0,1,0,2,1,3,5,3,0,3,2005,2,2,525,3,3,2,0,28,0,0,0,0,1,1,0,1,2008,148000
"474",474,20,2,110,14977,1,2,3,3,2,3,2,2,2,1,8,5,2006,2007,3,3,4,5,4,5,3,5,6,1350,1,0,626,1976,2,5,5,1976,0,0,1976,0,2,0,2,1,4,7,3,1,5,2006,2,3,908,3,3,2,250,63,0,0,0,0,1,1,0,1,2007,440000
"475",475,120,2,41,5330,1,2,3,3,2,3,2,2,2,1,8,5,2000,2000,2,2,1,5,4,4,3,4,6,1196,1,0,298,1494,2,5,5,1652,0,0,1652,0,2,0,2,1,5,6,3,0,5,2000,2,2,499,3,3,2,96,48,0,0,0,0,1,1,0,1,2007,251000
"476",476,20,2,80,8480,1,2,3,2,2,3,2,2,2,1,5,6,1963,1963,2,2,1,4,4,3,3,2,6,630,1,0,340,970,2,3,5,970,0,0,970,0,1,0,2,1,3,5,3,0,3,1996,1,2,624,3,3,2,0,24,0,0,192,0,1,1,0,1,2007,132500
"477",477,20,2,75,13125,1,2,3,3,1,3,2,2,2,1,6,5,1997,1998,3,3,4,4,4,4,3,5,6,994,1,0,484,1478,2,5,5,1493,0,0,1493,0,2,0,3,1,4,7,3,1,5,1997,4,2,508,3,3,2,140,39,0,0,0,0,1,1,0,1,2008,208900
"478",478,60,2,105,13693,1,2,3,3,2,3,2,2,2,4,9,5,2006,2006,3,3,4,7,4,4,3,4,1,0,1,0,2153,2153,2,5,5,2069,574,0,2643,0,2,1,3,1,5,9,3,1,5,2006,4,3,694,3,3,2,414,84,0,0,0,0,1,1,0,1,2007,380000
"479",479,20,2,79,10637,1,2,3,3,2,3,2,2,2,1,8,5,2007,2008,3,3,4,5,4,5,3,5,6,1288,1,0,417,1705,2,5,5,1718,0,0,1718,0,2,0,3,1,4,7,3,1,5,2007,2,3,826,3,3,2,208,44,0,0,0,0,1,1,0,1,2009,297000
"480",480,30,3,50,5925,1,1,3,3,2,3,2,2,2,1,4,7,1937,2000,5,5,2,4,4,2,3,2,2,168,1,0,739,907,2,3,5,1131,0,0,1131,0,1,0,2,1,3,7,3,0,3,1995,1,2,672,3,3,2,0,72,0,0,0,0,1,1,0,1,2007,89471
"481",481,20,2,98,16033,1,2,3,1,2,3,2,2,2,1,9,5,2004,2005,3,3,4,5,4,5,3,5,6,1261,1,0,572,1833,2,5,5,1850,0,0,1850,0,2,0,3,1,4,8,3,1,5,2004,4,3,772,3,3,2,519,112,0,0,0,0,1,1,0,1,2006,326000
"482",482,20,2,72,11846,1,3,3,3,2,3,2,2,2,1,9,5,2003,2004,3,3,4,5,4,5,3,5,6,1567,1,0,225,1792,2,5,5,1792,0,0,1792,0,2,0,2,1,5,6,3,1,5,2003,4,3,874,3,3,2,206,49,0,0,0,0,1,1,0,1,2006,374000
"483",483,70,3,50,2500,1,2,3,2,2,3,2,2,2,4,7,8,1915,2005,5,5,1,5,4,3,3,2,5,299,1,0,611,910,2,5,5,916,910,0,1826,0,1,1,4,1,5,7,2,1,5,1915,1,1,164,2,2,2,0,0,0,0,0,0,1,1,0,1,2009,155000
"484",484,120,3,32,4500,1,2,3,1,2,3,2,2,1,1,6,5,1998,1998,3,3,4,4,4,5,3,2,6,897,1,0,319,1216,2,5,5,1216,0,0,1216,0,2,0,2,1,3,5,3,0,5,1998,1,2,402,3,3,2,0,125,0,0,0,0,1,1,0,1,2006,164000
"485",485,20,2,67,7758,1,2,3,2,2,3,2,2,2,1,5,7,1962,2001,2,3,1,4,5,3,3,2,5,588,1,0,411,999,2,4,5,999,0,0,999,0,1,0,3,1,4,6,3,0,3,1963,1,1,264,3,3,2,0,132,0,0,0,0,1,1,0,1,2007,132500
"486",486,20,2,80,9600,1,2,3,3,2,3,2,2,2,1,5,7,1950,2007,2,2,1,5,4,3,3,2,5,607,1,0,506,1113,2,4,5,1113,0,0,1113,0,1,0,3,1,4,5,3,1,5,1950,1,1,264,3,3,2,0,80,120,0,0,0,1,1,0,1,2009,147000
"487",487,20,2,79,10289,1,2,3,3,2,3,2,2,2,1,5,7,1965,1965,2,2,4,4,4,3,3,2,5,836,1,0,237,1073,2,3,5,1073,0,0,1073,0,1,1,3,1,3,6,3,0,5,1965,2,2,515,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,156000
"488",488,20,2,70,12243,1,2,3,3,2,3,2,2,2,1,5,6,1971,1971,3,3,1,4,4,4,3,4,5,998,1,0,486,1484,2,4,5,1484,0,0,1484,0,2,0,3,1,3,7,3,1,5,1971,1,2,487,3,3,2,224,0,0,0,180,0,1,1,0,1,2007,175000
"489",489,190,2,60,10800,1,2,3,2,2,3,2,2,1,3,5,4,1900,1970,2,2,1,4,3,3,2,2,3,664,1,0,290,954,2,3,2,1766,648,0,2414,0,2,0,3,2,3,10,3,1,5,1970,1,2,520,3,2,1,142,0,0,0,0,0,1,1,0,1,2006,160000
"490",490,180,3,21,1526,1,2,3,3,2,3,2,2,1,1,4,8,1970,2002,2,2,1,4,5,4,3,4,6,515,1,0,115,630,2,3,5,630,0,0,630,0,1,0,1,1,4,3,3,0,5,1970,1,1,286,3,3,2,0,0,0,0,0,0,1,1,0,1,2009,86000
"491",491,160,3,70,2665,1,2,3,3,2,3,2,2,2,4,5,6,1976,1976,2,2,1,4,4,4,3,3,1,0,1,0,264,264,2,3,5,616,688,0,1304,0,1,1,3,1,3,4,3,1,5,1976,4,1,336,3,3,2,141,24,0,0,0,0,1,1,0,1,2008,115000
"492",492,50,2,79,9490,1,2,3,3,2,3,1,2,2,3,6,7,1941,1950,2,2,1,4,4,3,3,2,3,403,2,165,238,806,2,3,5,958,620,0,1578,0,1,0,3,1,2,5,3,2,5,1941,1,1,240,3,3,2,0,0,32,0,0,0,1,1,0,1,2006,133000
"493",493,60,2,105,15578,1,2,3,2,2,3,2,2,2,4,6,5,2006,2006,3,3,1,5,4,4,3,2,1,0,1,0,728,728,2,4,5,728,728,0,1456,0,2,1,3,1,3,8,3,0,5,2006,2,2,429,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,172785
"494",494,20,2,70,7931,1,2,3,3,2,3,2,2,2,1,5,6,1960,1960,5,2,1,4,4,3,3,2,3,374,1,532,363,1269,2,3,5,1269,0,0,1269,0,1,1,3,1,3,6,3,1,3,1964,1,1,308,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,155000
"495",495,30,3,50,5784,1,2,3,3,2,3,1,2,2,1,5,8,1938,1996,2,2,1,4,4,2,3,2,1,0,1,0,190,190,2,4,5,886,0,0,886,0,1,0,2,1,3,4,3,0,5,1938,1,1,273,3,3,2,144,20,80,0,0,0,1,1,0,1,2009,91300
"496",496,30,1,60,7879,1,2,3,3,2,3,2,2,2,1,4,5,1920,1950,2,2,1,4,4,3,3,2,2,495,1,0,225,720,2,3,2,720,0,0,720,0,1,0,2,1,3,4,3,0,1,1910,1,0,0,1,1,1,0,523,115,0,0,0,1,1,0,1,2009,34900
"497",497,20,2,78,12692,1,2,3,3,2,3,2,2,2,1,8,5,1992,1993,5,5,1,5,4,4,3,2,6,1231,1,0,1969,3200,2,5,5,3228,0,0,3228,0,3,0,4,1,4,10,3,1,5,1992,2,2,546,3,3,2,264,75,291,0,0,0,1,1,0,1,2007,430000
"498",498,50,2,60,9120,1,2,3,3,2,3,2,2,2,3,7,6,1925,1950,2,2,1,4,5,3,3,2,2,329,1,0,697,1026,2,5,5,1133,687,0,1820,0,2,0,4,1,3,8,3,0,3,1925,1,1,240,3,3,1,0,100,0,0,0,0,2,1,0,1,2008,184000
"499",499,20,2,65,7800,1,2,3,3,2,3,2,2,2,1,5,7,1967,2004,2,2,4,4,4,3,3,2,5,450,1,0,414,864,2,5,5,899,0,0,899,0,1,0,3,1,4,5,3,0,5,1967,4,1,288,3,3,2,64,0,0,0,0,0,1,1,0,1,2009,130000
"500",500,20,2,70,7535,1,2,3,3,2,3,2,2,2,1,5,7,1958,1985,2,2,1,4,4,3,3,2,3,111,1,279,522,912,2,2,5,912,0,0,912,1,1,0,2,1,3,5,3,0,5,1958,4,1,297,3,3,2,12,285,0,0,0,0,1,1,480,1,2007,120000
"501",501,160,3,21,1890,1,2,3,3,2,3,2,2,1,4,6,5,1973,1973,2,2,4,4,4,3,3,2,3,356,1,0,316,672,2,3,5,672,546,0,1218,0,1,1,3,1,3,7,3,0,3,1973,1,1,264,3,3,2,144,28,0,0,0,0,1,1,0,1,2007,113000
"502",502,60,0,75,9803,1,2,3,3,2,3,2,2,2,4,7,5,2005,2005,3,3,1,5,4,4,3,2,6,400,1,0,466,866,2,4,5,866,902,0,1768,0,2,1,3,1,4,7,3,0,5,2005,2,2,603,3,3,2,0,108,0,0,0,0,1,1,0,1,2008,226700
"503",503,20,2,70,9170,1,2,3,2,2,3,1,2,2,1,5,7,1965,1965,2,2,1,4,4,3,3,2,5,698,6,96,420,1214,2,5,5,1214,0,0,1214,0,1,0,2,1,3,6,3,0,3,1965,1,2,461,2,2,2,0,0,184,0,0,0,2,1,400,1,2007,140000
"504",504,20,2,100,15602,1,2,3,3,2,3,2,2,2,1,7,8,1959,1997,5,2,1,4,4,3,3,2,5,1247,1,0,254,1501,2,3,5,1801,0,0,1801,0,2,0,1,1,3,6,3,2,5,1959,4,2,484,3,3,2,0,54,0,0,161,0,1,1,0,1,2010,289000
"505",505,160,2,24,2308,1,2,3,3,2,3,2,2,2,4,6,5,1974,1974,3,5,1,4,4,3,3,2,5,257,2,495,103,855,2,3,5,855,467,0,1322,1,2,1,3,1,3,6,3,1,5,1974,1,2,440,3,3,2,260,0,0,0,0,0,1,1,0,1,2009,147000
"506",506,90,3,60,7596,1,2,3,3,2,3,1,2,1,4,5,5,1952,1952,2,2,4,4,4,3,3,2,1,0,1,0,960,960,2,4,5,960,1000,0,1960,0,2,0,4,2,3,10,3,0,3,1952,1,2,400,3,3,1,0,0,0,0,0,0,1,1,0,1,2009,124500
"507",507,60,2,80,9554,1,2,3,3,2,3,2,2,2,4,8,5,1993,1994,3,3,4,5,4,4,3,2,6,380,1,0,397,777,2,5,5,1065,846,0,1911,0,2,1,3,1,4,8,3,1,5,1993,2,2,471,3,3,2,182,81,0,0,0,0,1,1,0,1,2006,215000
"508",508,20,0,75,7862,1,2,3,3,2,3,2,2,2,1,6,5,2009,2009,3,3,1,5,4,4,3,2,6,27,1,0,1191,1218,2,5,5,1218,0,0,1218,0,2,0,2,1,4,4,3,0,5,2009,4,2,676,3,3,2,0,102,0,0,0,0,1,1,0,1,2009,208300
"509",509,70,3,60,9600,1,2,3,3,2,3,2,2,2,4,7,9,1928,2005,2,2,1,4,7,3,3,2,2,141,1,0,548,689,2,5,5,689,689,0,1378,0,2,0,3,1,4,7,3,1,3,1928,1,2,360,3,3,1,0,0,116,0,0,0,1,1,0,1,2008,161000
"510",510,20,2,80,9600,1,2,3,2,2,3,2,2,2,1,5,6,1959,1959,2,2,4,4,4,3,3,2,5,991,1,0,50,1041,2,5,5,1041,0,0,1041,0,1,0,3,1,3,6,3,0,5,1959,2,1,270,3,3,2,224,88,0,0,0,0,1,1,0,1,2009,124500
